,Unnamed: 0,username,date,retweets,favorites,geo,mentions,hashtags,id,permalink,text,sentiment_polarity,follower_count
1136,1136,marcorubio,1/21/2016,133,354,,,#FallonTonight,"""690403594173046785""",https://twitter.com/marcorubio/status/690403594173046785,"""My father's story -- working hard and achieving success -- is the essence of the American Dream. http:// youtu.be/6nK60C4BqLo #FallonTonight""",0.002777778,0
1137,1137,marcorubio,1/21/2016,109,366,,,,,,"""I'm coming up a bit later on #FallonTonight . While you wait check out http:// marcorubio.com to learn about why I'm running for president."";;;#FallonTonight;""690395937039060992"";https://twitter.com/marcorubio/status/690395937039060992",0,0
1138,1138,marcorubio,1/21/2016,280,738,,@FallonTonight,#FallonTonight,"""690371256164683776""",https://twitter.com/marcorubio/status/690371256164683776,"""Be sure to watch @FallonTonight ! 11:35pm ET on NBC. #FallonTonight pic.twitter.com/iuluqolKon""",0.5,0
1139,1139,marcorubio,1/21/2016,156,413,,@JimmyFallon @FallonTonight @NBC,#FallonTonight,"""690352182722453505""",https://twitter.com/marcorubio/status/690352182722453505,"""Had a great time with @JimmyFallon today! Be sure to tune in to @FallonTonight at 11:35pm ET on @NBC . #FallonTonight""",0.65,0
1140,1140,marcorubio,1/21/2016,81,261,,@FoxNews @megynkelly,#KellyFile,"""690345312125337600""",https://twitter.com/marcorubio/status/690345312125337600,"""I'll be on @FoxNews with @megynkelly tonight at 9:20pm ET. Tune in! #KellyFile""",-0.5,0
1141,1141,marcorubio,1/21/2016,91,320,,,#iacaucus,"""690344803263975424""",https://twitter.com/marcorubio/status/690344803263975424,"""Thanks to all these Iowans who braved well below freezing temperatures to make our town halls this week! http:// rub.io/vo8TPa #iacaucus""",0.2,0
1142,1142,marcorubio,1/21/2016,29,127,,,,,,"""Congrats to @JZenkow ! His $17 gift put us over the $30k line so he won a signed football: http:// rub.io/evtPFw pic.twitter.com/SrpIMsH77l"";;@JZenkow;;""690279043220901888"";https://twitter.com/marcorubio/status/690279043220901888",0,0
1143,1143,marcorubio,1/21/2016,1274,1268,,,,"""690253046333370368""",https://twitter.com/marcorubio/status/690253046333370368,"""Retweet if you agree: Hillary Clinton has disqualified herself from the presidency. https:// amp.twimg.com/v/bb58345c-161 3-4555-8d55-3d6b758ccc81 """,0,0
1144,1144,marcorubio,1/21/2016,247,737,,,,"""690234658764632064""",https://twitter.com/marcorubio/status/690234658764632064,"""My faith is the single greatest influence in my life. http:// rub.io/QbPiWE""",0.464285714,0
1145,1145,marcorubio,1/21/2016,24,78,,,,"""690229826620252160""",https://twitter.com/marcorubio/status/690229826620252160,"""Thanks to Lawrence from CT! His donation got us over the $20k line. Chip in here to win: http:// rub.io/evtPFw pic.twitter.com/eGUSgbeHoj""",0.5,0
1146,1146,marcorubio,1/21/2016,105,428,,,,"""690206938798272512""",https://twitter.com/marcorubio/status/690206938798272512,"""I'm from Florida. Anything below 50 degrees is cold. But these 250 Iowans came out in 13 below weather! http:// rub.io/vo8TPa""",-0.6,0
1147,1147,marcorubio,1/21/2016,7,21,,,,,,"""@KJohnsonTN Thanks for your help Kevin!"";;@KJohnsonTN;;""690203309475500032"";https://twitter.com/marcorubio/status/690203309475500032",0.2,0
